model,qa_id,task,status,category,historical_correct,reference_only_revision_rescored,differences,source,raw_sha256
Qwen3-VL-8B,QA0007,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,e498069a46f757f8a4aebdfdd90727c8113def5c58106491138269d972c955af
Qwen3-VL-8B,QA0008,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,39ede8ec8a54e7469fbd184d8d693fd9a74fc421b428b2235fa8e770d2636e6d
Qwen3-VL-8B,QA0009,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,3c2c8ce7dcb6aa5fd83ac4ad462e3e9661f00058977c1590d431dccc48fe0648
Qwen3-VL-8B,QA0010,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,2d2dc57352c0436795b01aa790da5a484c883535bc19ae8e041c52973d6ce1c9
Qwen3-VL-8B,QA0011,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,2de17f9d908c7d87629b36cd8e4f877d66f524724805d6e943bb995775daf11f
Qwen3-VL-8B,QA0012,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,a012dff95058c2985872b01eb30a4b964b98a10665d605fa8b2edde55a809725
Qwen3-VL-8B,QA1011,Unanswerable,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,ce518005010f535a3c46ff3b0d24ae6c93fd08f909f908c8c9d5999a4510191b
Qwen3-VL-8B,QA1012,Unanswerable,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,ce518005010f535a3c46ff3b0d24ae6c93fd08f909f908c8c9d5999a4510191b
Qwen3-VL-8B,QA0013,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,c3c51d50a0be250408d8f75cb598f53adacc75b8e0d42a60612acf91f5b9bec0
Qwen3-VL-8B,QA0014,General,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,32624b2bb95b3a196eb7f1bae553ccf5facd3fb08b48321fb2266daa116fcf97
Qwen3-VL-8B,QA0015,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,414315caf4f1aa7fcbc9fa1509f2e8970782efac01d37cf63e99765575742522
Qwen3-VL-8B,QA0016,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,dfae18d286acfffe4205c4292be606217a80d4cc22bbcd27a659bc26b5bfd1a8
Qwen3-VL-8B,QA0017,General,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,c877ad76185b6053df9eebdf3a81555f1ffa000d430607c41859bb4a58efadf8
Qwen3-VL-8B,QA0018,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,e47ac82c8396e6e547b45cbdf527e18de2f0fa3fced0486c23751f7a3a08a195
Qwen3-VL-8B,QA0019,General,legal,legal,False,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,33d4810ec25b82627fe27c36af231067143ed2ce5fb35a03887a318069c197aa
Qwen3-VL-8B,QA0020,General,illegal,invalid_json_or_extra_text,True,False,,Qwen3-VL-8B/ordinary1190.json,2d95f000352e8cac9a7400fee7af9fbf8d05f2a6917a0e3d778a750e7c319003
Qwen3-VL-8B,QA0021,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,d5f22a1aa2ac82fd07514adc2f845d94181d52f9f9bb884147ea622cbf6d3456
Qwen3-VL-8B,QA0022,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,0c135d19267a9ce9b4e1ecf40a93c4e0fefa4d548f0b49e7db9ae98c8865a6e7
Qwen3-VL-8B,QA0023,General,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,e7a1d3de6d29454b9b126886ea870fefb4de5062ba69ab4b58fe34e2b7001752
Qwen3-VL-8B,QA0024,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,7ab10906c864d1fdabff2676b3294d5270182e2b015db164bdeea02c328bfdbd
Qwen3-VL-8B,QA0025,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,eb46ad974ea73bb6b034a08adc312da2138f0f97a7554da1952df820f9af2fa0
Qwen3-VL-8B,QA0026,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,5f8eed00930de3d0a91b579d79d4c3ff63287d1195b4121ac88eac28aa5f0d05
Qwen3-VL-8B,QA0027,General,illegal,invalid_json_or_extra_text,False,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,7c99d5b2857d26e16c087380a2c066cc37645ed3f3bb6deaebdd5d2d8742fc24
Qwen3-VL-8B,QA1013,Unanswerable,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,21a545e0d7c4e2393d92202abcaf3a7b870c052560e20c294001e464c2282194
Qwen3-VL-8B,QA0028,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,f22e972f2bb774d49744e039cc61f860387b72110a150f117ef9bfa0d3067c6c
Qwen3-VL-8B,QA0029,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,8c92b7daec907aa58b49b4286273176df7d11e5a0cf9722b867afd719269e391
Qwen3-VL-8B,QA0030,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,c4ca98066096436cabca3f2696bc7278eafa252713b3cd01888a35c8769883bc
Qwen3-VL-8B,QA0032,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,31829a7b90e308a55c1721353a4809921954b6eee262a0a73c5141dd532e5d76
Qwen3-VL-8B,QA0033,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,9d3899cc0d41241905e272dabf73aa4888e5ccb6139c53894763ba4a704c1a1c
Qwen3-VL-8B,QA0034,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,5afed9e9b94a7ae5429c1149d33c3004c4d2054669e7b1ab352128183e083253
Qwen3-VL-8B,QA0031,General,technical_failure,technical_failure,True,False,question;answer,Qwen3-VL-8B/ordinary1190.json,ae853ad42c2d95d73e6ae81c29cbef304cb9af1470b2f796a769e4af9ab91b19
Qwen3-VL-8B,QA0035,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,2be3d950b46087241c5fda08d27648266dfb8d2db40d1f9e823c942cdda3db99
Qwen3-VL-8B,QA0036,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,94d300992dd526dd23acd4916e105992f17024b95b30632afc03f232280506ad
Qwen3-VL-8B,QA0037,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,4f83c573d73e3b8fccf435281e2bc10de36c9c0059a80eac2f0982fc93394c1b
Qwen3-VL-8B,QA0038,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,831abe2e7ce64d9255d1189c64ef27e4d60857b71d127c3e8d67800a8d674c6e
Qwen3-VL-8B,QA0039,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,9d32e36f310553e69259851e701529d34c9ebb19339d4362e8a088d851e2eb6c
Qwen3-VL-8B,QA0040,General,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,024b3707c94bd87143008f12236012000546ff26a3d0599716305aa2b174a105
Qwen3-VL-8B,QA0041,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,f4329ee0ed96793cc03ba7c880e22e1adf70abc98530c01b93c2aac93af143a3
Qwen3-VL-8B,QA0042,General,legal,legal,False,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,de6abcd2abc82a31857902a837bab1e5b4d304ea95f85f8d6b1b6f21b23e868d
Qwen3-VL-8B,QA0043,General,legal,legal,False,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,70800580c71932a8db582b6ed6d4bd2904ab8e02a50d069f1a7bbaeb78ed701d
Qwen3-VL-8B,QA0044,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,0db851dc0aba3bf61e6fa8b60c98bbbc3b3643b6f2edf23e5de617daa25cf3fb
Qwen3-VL-8B,QA0045,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,95f2263166090650d77fed23ca60c86c2fd45b542af9dae08ed3e908b8229c41
Qwen3-VL-8B,QA0046,General,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,f234a566ef6b5f65eb15e4ed38c49a795c182da9f9dfa29cdc2f569d0ce3b058
Qwen3-VL-8B,QA1014,Unanswerable,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,637e8804af8551eaa7b833cd505212201765149f81addbf7fa0c235e6905f2f2
Qwen3-VL-8B,QA0047,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,cd7e2230712574787b7e29ace36cca61b46ad1543a9b464c13674e9a3a60e4e0
Qwen3-VL-8B,QA0048,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,07b717fc075728a65e499a229f1725f65436390a405c28a8ff9d14157e7e0413
Qwen3-VL-8B,QA0049,General,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,4c46629f5db3f423b04878173d8e257ca3de28c63d06325244d3b24341b94e5d
Qwen3-VL-8B,QA0050,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,42fe877452844272c11aee5d400b2074c53b52391d9e48100928777f3321023c
Qwen3-VL-8B,QA0051,General,technical_failure,technical_failure,True,False,question;answer,Qwen3-VL-8B/ordinary1190.json,e81ef86e43f4acfbd5a109a155c47bb5ffd266605d2e80a904f34ef9ecfc47bb
Qwen3-VL-8B,QA0052,General,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,1fb8e2af37064826bebfdb9edde1bca49d0e93be9d98d0ba409d42f0367decb4
Qwen3-VL-8B,QA1015,Unanswerable,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,42fe877452844272c11aee5d400b2074c53b52391d9e48100928777f3321023c
Qwen3-VL-8B,QA0053,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,706ec7f6b228a4c764575e5e7d00f73e93bcfc27a3ff62a979c74e4c49cf01bc
Qwen3-VL-8B,QA0054,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,07169d77df3ef23e8c4d88f9634c93525e97fb5b437d0d17ee0e51ee79f1f5ed
Qwen3-VL-8B,QA0055,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,59a2d65d41cd1c3f1337e703dd68ea990d9d056dc8a95392af82625a7d687b33
Qwen3-VL-8B,QA0056,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,b7443b812c7d395fafdcb12ff3ba8cbed7a9fd227643e43e54e2ab492da7932d
Qwen3-VL-8B,QA0057,General,legal,legal,True,True,answer;evidence_pages,Qwen3-VL-8B/ordinary1190.json,725817651edaeefcdd6a2426aa73475cb3047b50867e031999a56292d98ce0bf
Qwen3-VL-8B,QA0059,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,bd3d3864ad6e9f34d99e9f9ffcca490bcf4cdb61f001028898a7e4e0898801d1
Qwen3-VL-8B,QA0060,General,legal,legal,False,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,ed6ce92b1a4ae1efd649b85ca8b7611c7ebc041158438ed34f866797db8c40ad
Qwen3-VL-8B,QA0058,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,9bb940e0ccbcdbd70e144829b3a54ceb6f8a1b4d1d74497f8bacbeba8cb31b91
Qwen3-VL-8B,QA0061,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,69c71116f64e46a2e703b39d2bac19acecf30ad532366e2fcfc9564895248141
Qwen3-VL-8B,QA0062,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,4f8f37383ce1ad75b5a5ea3be3a22497e58cf15a71fb67b72b86ef00fb9d6f0a
Qwen3-VL-8B,QA0063,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,5e000b2fefb4056d86aa9a1c55101ca2665aedd593105a936ca76a9c97369f54
Qwen3-VL-8B,QA0064,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,ad0b259ac6bae2453fe0cc6e492bf350d0a04a4137ed6c7f4239cd2e75ea7c77
Qwen3-VL-8B,QA0065,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,e26f2fc6301b69c0dbf36c2565c7476c66a422b0d4b0fb5ecff1f1524e3b308e
Qwen3-VL-8B,QA0066,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,8fe3476a4843cb5775f807d903d60aff89ef40d10d7ac098315fbf8b3b470cff
Qwen3-VL-8B,QA0067,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,53a41039b21ea0beb0f63e38b2a71b359925a02f3378b45cc46efc2659acd6c7
Qwen3-VL-8B,QA0068,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,5127449ccbccf4a9555294c1f09652c1ebc05d15904b836eff113a0589c47ee9
Qwen3-VL-8B,QA0069,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,8305870f984bb1e3150f0187bf34ae32d1430e8851a1700ad8401c66995a264c
Qwen3-VL-8B,QA0070,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,0bc08e1e11f6c013a59a20280e23ace1d1641f6f168b4e43e0c1ecfee97370e4
Qwen3-VL-8B,QA0071,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,f08e5c151d1479b7efa4f84b41f37e56919157c936f0eb46ae5d31b6d2172f51
Qwen3-VL-8B,QA0072,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,a5b648d2b718312a9bb949277abb11f3e2ba7ee5f1514395b12a7d1d349ea4fa
Qwen3-VL-8B,QA0074,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,103ba88eac6e99d698a4dd73d36f83241f80e5fed55d3801e6a185fc57b406ff
Qwen3-VL-8B,QA0075,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,1e9af8956edb610e0b620a89a866d862e1aeb82c305bd6d755fa0c4389b46341
Qwen3-VL-8B,QA0077,General,legal,legal,True,True,answer;evidence_pages,Qwen3-VL-8B/ordinary1190.json,9fcca55718c6759dbe5c33cc4a71c696cd4dfd393481ce3c479a97c9b0487a46
Qwen3-VL-8B,QA0078,General,technical_failure,technical_failure,False,False,question;answer;evidence_pages,Qwen3-VL-8B/ordinary1190.json,522bfb0d5d55c6ed410387fd8b06704a14af2d52340714fbfcea7c1ff4d0f264
Qwen3-VL-8B,QA0076,General,legal,legal,False,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,88e8dee81227f844be97c934c90945678c07e2ab012028de1563d14ab165184c
Qwen3-VL-8B,QA0079,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,b718b511b28bb4c406260249a2b41247c2713aee9c62ef53beea9b3e4b0afc8c
Qwen3-VL-8B,QA0080,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,5e0ae709939715435a1d2011af5feb76450e457dd836fc5bbff60ad2dcdadd6b
Qwen3-VL-8B,QA0081,General,technical_failure,technical_failure,True,False,question;answer;evidence_pages,Qwen3-VL-8B/ordinary1190.json,528fab209e16bac1a639273364ce6a0b7ccfe2eb5eaf92cdf3999b976da4e5e9
Qwen3-VL-8B,QA0082,General,technical_failure,technical_failure,True,False,question;answer;evidence_pages,Qwen3-VL-8B/ordinary1190.json,e2c5473446db03dbc201a29ad342e4eb1e435b57b85a64c32b92efe44e90cdc2
Qwen3-VL-8B,QA0083,General,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,5ad86d7b0b17e7bd6afdaa41cb04b544ebd5972185ff2924b9c870fef866a454
Qwen3-VL-8B,QA0084,General,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,9bd3402e1c7f9fd6679bf93a1a589474a67029a7dfe22e034952abf101871d16
Qwen3-VL-8B,QA0085,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,eef8e930b18fc24e398ea7773ba0e2f4ee2e7d33371241b9d5868bf8b2d63844
Qwen3-VL-8B,QA0086,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,c144058ed2463c9f30100e4c10a4876a0ac833c0f3debe762e7148cf7ef57936
Qwen3-VL-8B,QA0088,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,07dc7ba5d7a76d7282d7d43e17c24242b851d9ef2d05883e156f21756fbe7fe7
Qwen3-VL-8B,QA0089,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,4687df47975bcb65824b56d1e55e91a2d3d6397ea914afa097c812c91e628ddd
Qwen3-VL-8B,QA0090,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,a34a7f43471f6c7abbae608575224cd8646cb32cb14851a89030fd441fc5a218
Qwen3-VL-8B,QA0092,General,legal,legal,False,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,7dd603efaab3edd9415983da42eb3202121bf59c05598405982e2806f46d1efa
Qwen3-VL-8B,QA0093,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,a5d2d98a27d2fe0e79963f53d3756f34259ef7ded742e4ae60251aa0b5689c2e
Qwen3-VL-8B,QA0094,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,932281d19a0812cdd190b9fc701fdfd946e5246bb12dd4df9145cb70b18cb277
Qwen3-VL-8B,QA0095,General,technical_failure,technical_failure,True,False,question;answer;evidence_pages,Qwen3-VL-8B/ordinary1190.json,b07c54bb7510ad0da8f779385e95201d8fc055562e0582e0cc67356dcbdbb56a
Qwen3-VL-8B,QA0096,General,technical_failure,technical_failure,True,False,question;answer;evidence_pages,Qwen3-VL-8B/ordinary1190.json,c24150bbfe2dc576fc08c22b9fc9d43f6e11fd25628bc8d1afdf952580a01671
Qwen3-VL-8B,QA0097,General,technical_failure,technical_failure,True,False,question,Qwen3-VL-8B/ordinary1190.json,74f2c8b0bf7dc412af4310e345ae8a1623d0f65360c96426533ae6c1520c910b
Qwen3-VL-8B,QA0098,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,c51080e45e986f66fb6cc08494538285b79b56b76dac90f17f9991eb77160b9a
Qwen3-VL-8B,QA0099,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,65043d732716f03637f7b7bc27d4db7f481962a1a1b52fec43eb72743a08ac31
Qwen3-VL-8B,QA0101,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,3a1c565c1aed40c88480748d195d22ddbddb1617d042cca620a8291173675ec3
Qwen3-VL-8B,QA0102,General,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,736c8004d4c1f6aebb966ee3cf36ba45bfa57d60157c414e4b5d12615a682298
Qwen3-VL-8B,QA0103,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,e42d526f95a31aa3f92c4d996fe8b1adff67ee2abe88067d1e1b1985083056f9
Qwen3-VL-8B,QA0104,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,06a4f7547967b9da2da3db895c04e55a4e004155caf55b10fca58f65a58dcd1a
Qwen3-VL-8B,QA0105,General,technical_failure,technical_failure,True,False,question;evidence_pages,Qwen3-VL-8B/ordinary1190.json,35b5efed778fbc1a0d61c7a56a648596321ea8d07e80e392cb8af307462e7ae9
Qwen3-VL-8B,QA0106,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,638a273ede3175919a73efa56e6622692292a62d6b5d5d9437f07d861725cbeb
Qwen3-VL-8B,QA0107,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,e01fa990fbf1e66d24b7fc4af9d55b12e67a205a8bcc15a7a5faf8ab84ad9248
Qwen3-VL-8B,QA0108,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,05da6554c7d07fc392e40711ccc7fefb242a58ab27538baa19185da581169221
Qwen3-VL-8B,QA0109,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,e4ef0851ca8f1a3c581651e918724659c5256ddf8abda4e2cff2f0e878944fbe
Qwen3-VL-8B,QA0110,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,92e8952437010e38636d874090a6467cfae0b2dae54be226c8f579ce7d887e9b
Qwen3-VL-8B,QA0111,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,ba868575448ebdc5ca71f37a2ccf9f2bcc47ed11ea68705f8523a833f43dfd38
Qwen3-VL-8B,QA0112,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,faefff3d94a0be2e108e6b1ec766635b523cdc455902ee4ef77ce72bd0e2b2cf
Qwen3-VL-8B,QA0113,General,technical_failure,technical_failure,True,False,question,Qwen3-VL-8B/ordinary1190.json,61f9c58b10fe64f1a31bed5dda5f9f566654cccc60f6c3ca51f6679fb48dfb9d
Qwen3-VL-8B,QA0114,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,87b88dd3752f0886f0816c946b86021490b41027bd2f2b5b1d3272d41460e770
Qwen3-VL-8B,QA0115,General,technical_failure,technical_failure,False,False,question;evidence_pages,Qwen3-VL-8B/ordinary1190.json,87d6e0ad09870e1dcce5b516abc394fa140c960815c7c80db4ee895630c6a146
Qwen3-VL-8B,QA1017,Unanswerable,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,87d6e0ad09870e1dcce5b516abc394fa140c960815c7c80db4ee895630c6a146
Qwen3-VL-8B,QA1018,Unanswerable,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,46d031064ddeb10809400389e82047c590e208e7d6ad0eb3775b4cdad23695b9
Qwen3-VL-8B,QA0116,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,777b64a3c99832d04a13011422b78bcbaa7ac892be5085c088b203c32e666f25
Qwen3-VL-8B,QA0117,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,7d3fce87c2015e05408b9013bfba40fb848ed05f4cc72a7fdeeeb2dfaaf1dac8
Qwen3-VL-8B,QA0118,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,7dd97b6d75420e7678fa19359fddc214422acf9187425069323be2ab26f80b76
Qwen3-VL-8B,QA0119,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,c2504b41b60d82e61902442bcece32a0221239567c011807483e2256d64d61e2
Qwen3-VL-8B,QA0120,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,da40d3e95b74b835043c8114b55b88a29ee707656483c6f1462a8ce4c03c8193
Qwen3-VL-8B,QA0121,General,technical_failure,technical_failure,True,False,question;evidence_pages,Qwen3-VL-8B/ordinary1190.json,cee5ad1880e00e5e16cb5977f046a35e4b05c4a371566c168398f8b7284d8b95
Qwen3-VL-8B,QA0122,General,technical_failure,technical_failure,True,False,question;answer;evidence_pages,Qwen3-VL-8B/ordinary1190.json,2210f1a0e820bdf7af3dea47e9efefa91fe5c84c6a04d4b96380eec755731bb4
Qwen3-VL-8B,QA0123,General,technical_failure,technical_failure,True,False,question;answer;evidence_pages,Qwen3-VL-8B/ordinary1190.json,b144fc8d74db834e76a1fa78003edf4438f2b01dd179b2c42f93e1604378d304
Qwen3-VL-8B,QA0124,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,7144574541b11d6a601730e9f5c1140704fc36ed065f55967189b944145586c7
Qwen3-VL-8B,QA0125,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,4cc461f0d2008c3ed52ba3fb3553247a504aaf588c52b3ffe8212d7dc519fbad
Qwen3-VL-8B,QA0126,General,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,6c42ada25112242c921eb5424e4495ed33af77d241a02883eed45d2d0f9da99a
Qwen3-VL-8B,QA0128,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,7ac9be217aef43d1e1addf551299bb6bf94762179526207cc44d10bde85b5a50
Qwen3-VL-8B,QA0129,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,14546f833d50597adda7919b74aacb8b6e25cada7671011add70cedb194904d1
Qwen3-VL-8B,QA0130,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,782af5896948bb4e66e1554f4a2c96922b800bd51295e3ab4cbb4590258ee0fa
Qwen3-VL-8B,QA0131,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,c66667aafbef39d6fc44b62c05b9a4218cf89d635953d6fda8284b7ec96f0e9b
Qwen3-VL-8B,QA0132,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,fe0289b999d6a6188952d93825c40fadd40431adcd5bf19e0ecca53a8c1fdec2
Qwen3-VL-8B,QA0133,General,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,95d278d2ace5cf12661373b1761ac180ea984d81f885a41698b154915b08db0f
Qwen3-VL-8B,QA0136,General,legal,legal,True,True,answer;evidence_pages,Qwen3-VL-8B/ordinary1190.json,db80f26a2785af707e9db85f22bb6dbdb403e34184a528311e4f3f28c159133d
Qwen3-VL-8B,QA0137,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,bbb6ce7bd4a5d1f7ac0110221ddf6541a3bf67ca773d056adbc38ecc562b9fdd
Qwen3-VL-8B,QA0138,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,1ed0288b310e3e9f4de23da4be0d548804a796cfd568dbd6c01f6c696eb5b917
Qwen3-VL-8B,QA0139,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,029486936ca0eb75c58583f15e4d898c0ed65bfc7ad27a2655854b544f9d708b
Qwen3-VL-8B,QA0140,General,technical_failure,technical_failure,True,False,question,Qwen3-VL-8B/ordinary1190.json,50c4c7afe8274c2508e54034afc0cb46adc5ccc7c5e17392948440873867cbc6
Qwen3-VL-8B,QA0141,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,0f211dde066afa7533988acb24dc5a5b69f5fc1657f09f1163d730d12eb7f330
Qwen3-VL-8B,QA0142,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,2822d799789e624d87a360ec7b2a0b5937fd5febd764735e6fa4c49e12a85da9
Qwen3-VL-8B,QA0144,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,fa84f0939c12664b260985545d29f1566377ce177499eed934c20ed0d16a1140
Qwen3-VL-8B,QA0143,General,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,7891a021dddf78150d4e79616521e641c5303f3bc493083cde2eda898277a091
Qwen3-VL-8B,QA0145,General,technical_failure,technical_failure,False,False,question;answer;evidence_pages,Qwen3-VL-8B/ordinary1190.json,4635f692b1a29b85147edf9a1a5bffe344556cc63b17eeda63c5d631d19b2408
Qwen3-VL-8B,QA0146,General,legal,legal,True,False,,Qwen3-VL-8B/ordinary1190.json,6c6ee255b3c899709f6095bc7f2749447e96ab5d2e63649db66b33f5e35308db
Qwen3-VL-8B,QA0147,General,legal,legal,True,True,evidence_pages,Qwen3-VL-8B/ordinary1190.json,999fc859602809d0412518d27a6241b491a75936476cf8a4a033c461352500d8
Qwen3-VL-8B,QA1020,Unanswerable,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,8e651800e5dfbcd6d401c9f9c0a4f02393296eb3fe9c4c7254b78f3ae67f4e2d
Qwen3-VL-8B,QA1021,Unanswerable,legal,legal,False,False,,Qwen3-VL-8B/ordinary1190.json,4635f692b1a29b85147edf9a1a5bffe344556cc63b17eeda63c5d631d19b2408
